Type	lambda	s	a	b	r	E[N]	Var[N]	P[N=0]	E[T]	Var[T]	E[T^r]
Logistic	1	37.45	-0.75	0.75	0.5	1.5	1.48998691659109	0.222009867160558	0.99982288835035	1.0100908582235	0.885723591697955
Logistic	1	37.65	-0.75	0.75	0.5	1.5	1.49004010411957	0.222015834821519	0.999811617960277	1.00873661070731	0.885491341381487
Logistic	1	37.85	-0.75	0.75	0.5	1.5	1.49009272960493	0.222021739242803	0.999800347570213	1.00761847048499	0.885505193583454
Logistic	1	38.05	-0.75	0.75	0.5	1.5	1.49014480190896	0.222027581424324	0.999789077180144	1.00514504634555	0.88554477676355
Logistic	1	38.25	-0.75	0.75	0.5	1.5	1.49019632970811	0.222033362345025	0.999778941150971	1.00270144788173	0.885429300522748
Logistic	1	38.45	-0.75	0.75	0.5	1.50000000000001	1.49024732149834	0.222039082963427	0.999771685273181	1.00511865228639	0.884333129443325
Logistic	1	38.65	-0.75	0.75	0.5	1.5	1.49029778559976	0.222044744218159	0.999767336627754	0.994260033705259	0.886024436830033
Logistic	1	38.85	-0.75	0.75	0.5	1.5	1.4903477301612	0.222050347028465	0.999762017316954	0.985203477863011	0.887102352005015
Logistic	1	39.05	-0.75	0.75	0.5	1.50000000000001	1.49039716316457	0.222055892294713	0.999754786375081	0.981599499976397	0.887194418559545
Logistic	1	39.25	-0.75	0.75	0.5	1.5	1.49044609242907	0.222061380898877	0.999751314456918	0.981503755169127	0.887463878051505
Logistic	1	39.45	-0.75	0.75	0.5	1.49999999999999	1.4904945256154	0.22206681370499	0.999749028195135	0.987264694106798	0.886726196693839
Logistic	1	39.65	-0.75	0.75	0.5	1.5	1.49054247022971	0.222072191559601	0.999746741933339	0.981811022763135	0.887590456762933
Logistic	1	39.85	-0.75	0.75	0.5	1.5	1.49058993362744	0.222077515292243	0.999744455671544	0.985819985822286	0.8866274627605
Cauchy	1	0.05	-0.75	0.75	0.5	1.09838975012699	0.175453580234109	0.0367015351394314	1.00000035958799	0.108221913739812	0.983719756837959
Cauchy	1	0.25	-0.75	0.75	0.5	1.36949424152496	0.650364564176375	0.109687421797122	1.00000179793994	0.394301384281171	0.94236355673124
Cauchy	1	0.45	-0.75	0.75	0.5	1.46233558889254	0.889682602428298	0.140993772627268	1.00011606798811	0.550865293103371	0.92225503613145
Cauchy	1	0.65	-0.75	0.75	0.5	1.48921904251218	1.02975020822591	0.160406211981366	1.00013193925589	0.636042782308172	0.913528902116552
Cauchy	1	0.85	-0.75	0.75	0.5	1.49686787164617	1.12033255350647	0.17345161185962	1.00011839213231	0.705959427003438	0.907088412572285
Cauchy	1	1.05	-0.75	0.75	0.5	1.49903139799234	1.18292680863668	0.182495755672206	1.00011057196025	0.745859031908868	0.903289484553687
Cauchy	1	1.25	-0.75	0.75	0.5	1.4996335019383	1.22843162636492	0.188968593664966	1.00008286394455	0.776040034514773	0.900370257618551
Cauchy	1	1.45	-0.75	0.75	0.5	1.49979120433706	1.26285307098256	0.193758140555895	1.00006811772072	0.789250319372967	0.899841129600702
Cauchy	1	1.65	-0.75	0.75	0.5	1.49982242568012	1.28972271758205	0.197415357860131	1.00010931829716	0.816449871637063	0.89796652466543
Cauchy	1	1.85	-0.75	0.75	0.5	1.49981764930464	1.31123605977085	0.200286630198726	1.00004077823764	0.831878537441322	0.896186001353913
Cauchy	1	2.05	-0.75	0.75	0.5	1.49980262763495	1.32882343324729	0.202595113801427	1.00003485217989	0.848228892151021	0.895649486505919
Cauchy	1	2.25	-0.75	0.75	0.5	1.49978469005689	1.34345365670169	0.204488864022838	1.00005451201319	0.856506588857827	0.894623504784346
Cauchy	1	2.45	-0.75	0.75	0.5	1.4997659225836	1.35580463234883	0.206069103316913	1.00011284378553	0.866880107106616	0.893763118110574
Cauchy	1	2.65	-0.75	0.75	0.5	1.49974691891435	1.36636394872565	0.20740702467364	1.00016491572266	0.890428459973547	0.89241113826702
Cauchy	1	2.85	-0.75	0.75	0.5	1.49972784802163	1.37549070972688	0.208554004554961	1.00020251858645	0.902573073115938	0.891465659556989
Cauchy	1	3.05	-0.75	0.75	0.5	1.49970875799661	1.38345489424083	0.20954797766551	1.00010696774158	0.897385520318542	0.891732714943792
Cauchy	1	3.25	-0.75	0.75	0.5	1.49968966252655	1.3904631807828	0.210417527067078	1.00007701178818	0.909083992045902	0.892100818230795
Cauchy	1	3.45	-0.75	0.75	0.5	1.49967056550694	1.39667634341393	0.211184579041265	1.00008499662922	0.916669960532094	0.891367025890171
Cauchy	1	3.65	-0.75	0.75	0.5	1.49965146804652	1.40222124510059	0.211866223050614	1.00013451328861	0.931099509321414	0.889910824570209
Cauchy	1	3.85	-0.75	0.75	0.5	1.49963237046085	1.40719927910278	0.212475968877998	1.00011289051172	0.934743321197218	0.889080433643868
Cauchy	1	4.05	-0.75	0.75	0.5	1.49961327283973	1.41169242165644	0.213024632930995	1.00006940117689	0.929092347696172	0.889689011110886
Cauchy	1	4.25	-0.75	0.75	0.5	1.49959417520877	1.41576764525686	0.213520974762452	1.00010633325917	0.925228188500533	0.891306032976063
Cauchy	1	4.45	-0.75	0.75	0.5	1.4995750775752	1.41948018591105	0.213972161920581	1.00007296354277	0.934114408639821	0.890119996797243
Cauchy	1	4.65	-0.75	0.75	0.5	1.49955597994119	1.42287599572742	0.214384114627148	1.00014221117966	0.942826749928514	0.889205601424046
Cauchy	1	4.85	-0.75	0.75	0.5	1.49953688230727	1.42599360747112	0.214761764912731	1.0001368586378	0.933489334193527	0.890185758477025
Cauchy	1	5.05	-0.75	0.75	0.5	1.49951778467369	1.42886556867167	0.215109253919439	1.00022746295197	0.933907088040133	0.890472881875029
Cauchy	1	5.25	-0.75	0.75	0.5	1.49949868704043	1.43151955654387	0.215430083877941	1.0002336870446	0.941649250284685	0.889698051843671
Cauchy	1	5.45	-0.75	0.75	0.5	1.49947958940759	1.43397925338665	0.215727236427497	1.00023644964817	0.949504947940919	0.88889103988608
Cauchy	1	5.65	-0.75	0.75	0.5	1.49946049177516	1.43626504024854	0.216003265644562	1.00021442046865	0.942411246150839	0.889313467826868
Cauchy	1	5.85	-0.75	0.75	0.5	1.49944139414316	1.43839455128792	0.216260371855883	1.00009060481899	0.943033120888286	0.889521490862991
Cauchy	1	6.05	-0.75	0.75	0.5	1.49942229651163	1.44038312032832	0.216500460702997	1.00008175078905	0.946036736908041	0.888905670918367
Cauchy	1	6.25	-0.75	0.75	0.5	1.49940319888054	1.4422441432433	0.216725190778409	1.00010819565184	0.961945402181585	0.887585353005991
Cauchy	1	6.45	-0.75	0.75	0.5	1.49938410124993	1.44398937407591	0.216936012327956	1.00013443752504	0.954151732167039	0.888279872496145
Cauchy	1	6.65	-0.75	0.75	0.5	1.49936500361982	1.44562916858245	0.217134198911383	1.00013860613045	0.959846864523696	0.888249612756012
Cauchy	1	6.85	-0.75	0.75	0.5	1.49934590599021	1.44717268575719	0.217320873469358	1.00004035953717	0.968514006852155	0.887179380714421
Cauchy	1	7.05	-0.75	0.75	0.5	1.49932680836112	1.44862805554358	0.217497029915223	1.00010868917722	0.954284840410677	0.888302171729254
Cauchy	1	7.25	-0.75	0.75	0.5	1.49930771073259	1.45000251916023	0.217663551121433	1.00013171714946	0.957989428056062	0.888827949913081
Cauchy	1	7.45	-0.75	0.75	0.5	1.49928861310459	1.45130254711113	0.217821223983108	1.00009209292178	0.95702030184188	0.889079059632594
Cauchy	1	7.65	-0.75	0.75	0.5	1.49926951547718	1.45253393890747	0.217970752097489	1.00005678655658	0.966208328539248	0.888199253343813
Cauchy	1	7.85000000000001	-0.75	0.75	0.5	1.49925041785033	1.45370190771952	0.218112766487635	1.00005917419234	0.960324663353214	0.888764198009747
Cauchy	1	8.05	-0.75	0.75	0.5	1.49923132022407	1.45481115254622	0.218247834712986	1.00004159059963	0.964916179095989	0.887815674744987
Cauchy	1	8.25	-0.75	0.75	0.5	1.49921222259846	1.45586591999565	0.218376468642753	1.00004179577672	0.975745778447959	0.887527131349039
Cauchy	1	8.45	-0.75	0.75	0.5	1.49919312497347	1.4568700573779	0.218499131115392	1.00004207225379	0.975859452863284	0.887112244704542
Cauchy	1	8.65	-0.75	0.75	0.5	1.49917402734912	1.45782705850138	0.21861624166567	1.00004206139273	0.972868538748353	0.887525286410669
Cauchy	1	8.85	-0.75	0.75	0.5	1.49915492972542	1.45874010331498	0.218728181468197	1.00004721955312	0.966201753312125	0.887836546216076
Cauchy	1	9.05	-0.75	0.75	0.5	1.49913583210243	1.45961209233822	0.218835297619548	1.0000587437581	0.962023034638605	0.887722493710292
Cauchy	1	9.25	-0.75	0.75	0.5	1.4991167344801	1.46044567666149	0.21893790685975	1.00005849169834	0.961216452037108	0.88843223056643
Cauchy	1	9.45	-0.75	0.75	0.5	1.49909763685848	1.46124328416639	0.219036298816988	1.00006795911123	0.967098943122781	0.888215570531467
Cauchy	1	9.65	-0.75	0.75	0.5	1.4990785392376	1.46200714250974	0.219130738845176	1.00006985575499	0.969219903602022	0.88796662506325
Cauchy	1	9.85	-0.75	0.75	0.5	1.49905944161743	1.46273929932744	0.21922147051279	1.00020930188155	0.964667415417876	0.887892791357789
Cauchy	1	10.05	-0.75	0.75	0.5	1.49904034399803	1.46344164004285	0.219308717791817	1.00018621735195	0.957739003263973	0.887946329484197
Cauchy	1	10.25	-0.75	0.75	0.5	1.49902124637942	1.4641159036038	0.21939268698822	1.00018063658061	0.965763137201737	0.887224548569327
Cauchy	1	10.45	-0.75	0.75	0.5	1.49900214876153	1.46476369642383	0.219473568448785	1.00018550422965	0.965946302813603	0.887579938026139
Cauchy	1	10.65	-0.75	0.75	0.5	1.49898305114449	1.46538650476261	0.219551538073853	1.00024375144333	0.977619031503561	0.887927788002551
Cauchy	1	10.85	-0.75	0.75	0.5	1.49896395352824	1.46598570574453	0.219626758661523	1.00023155170668	0.976641372645469	0.888036224503704
Cauchy	1	11.05	-0.75	0.75	0.5	1.49894485591284	1.46656257718791	0.219699381104359	1.0003052699802	0.973051446946022	0.887570611948611
Cauchy	1	11.25	-0.75	0.75	0.5	1.49892575829827	1.46711830639138	0.219769545457558	1.00029799635607	0.972491544454493	0.888827773628999
Cauchy	1	11.45	-0.75	0.75	0.5	1.49890666068456	1.4676539980042	0.219837381894098	1.00030270411822	0.967868500082245	0.888328244394032
Cauchy	1	11.65	-0.75	0.75	0.5	1.49888756307173	1.46817068109007	0.219903011560729	1.00038243680969	0.967078234607713	0.889145267410785
Cauchy	1	11.85	-0.75	0.75	0.5	1.49886846545979	1.46866931547894	0.219966547346559	1.00032125665805	0.981385592317467	0.887782272761953
Cauchy	1	12.05	-0.75	0.75	0.5	1.49884936784875	1.4691507974896	0.220028094574441	1.00040184858088	0.969172318924637	0.888283850426843
Cauchy	1	12.25	-0.75	0.75	0.5	1.49883027023861	1.46961596509408	0.22008775162409	1.0004002197883	0.972134408654642	0.888499518434461
Cauchy	1	12.45	-0.75	0.75	0.5	1.49881117262943	1.47006560258639	0.220145610494609	1.00038337512223	0.963637678414879	0.888368089896301
Cauchy	1	12.65	-0.75	0.75	0.5	1.49879207502119	1.47050044481035	0.220201757313332	1.00037562814494	0.95476604742093	0.889002100795145
Cauchy	1	12.85	-0.75	0.75	0.5	1.49877297741394	1.47092118099449	0.220256272796613	1.00034650052473	0.948178012486208	0.889335600170738
Cauchy	1	13.05	-0.75	0.75	0.5	1.49875387980765	1.47132845823517	0.220309232668045	1.00035431893921	0.943881089500691	0.889680297873527
Cauchy	1	13.25	-0.75	0.75	0.5	1.49873478220237	1.47172288466607	0.220360708038398	1.00036089122464	0.956994355328019	0.888970825615237
Cauchy	1	13.45	-0.75	0.75	0.5	1.49871568459809	1.4721050323457	0.220410765751482	1.00035491105533	0.957397416122621	0.888862550788211
Cauchy	1	13.65	-0.75	0.75	0.5	1.49869658699485	1.47247543989186	0.220459468699274	1.00034885543192	0.968303205638881	0.887706650179557
Cauchy	1	13.85	-0.75	0.75	0.5	1.49867748939264	1.47283461488897	0.220506876109641	1.00036178101417	0.960243459121643	0.888417364357289
Cauchy	1	14.05	-0.75	0.75	0.5	1.49865839179149	1.47318303609023	0.220553043809195	1.00036967900251	0.964723270863452	0.88877723973448
Cauchy	1	14.25	-0.75	0.75	0.5	1.49863929419141	1.47352115543516	0.220598024463908	1.00037446685704	0.961807155792228	0.889107208432828
Cauchy	1	14.45	-0.75	0.75	0.5	1.49862019659244	1.47384939990003	0.220641867799591	1.00039902521347	0.967220484364965	0.888689774768336
Cauchy	1	14.65	-0.75	0.75	0.5	1.49860109899457	1.4741681731972	0.22068462080415	1.00039855056051	0.96198988617439	0.888406358482011
Cauchy	1	14.85	-0.75	0.75	0.5	1.49858200139776	1.47447785733753	0.220726327913415	1.00035707370375	0.97406410660837	0.887812478096075
Cauchy	1	15.05	-0.75	0.75	0.5	1.49856290380216	1.47477881406889	0.220767031181971	1.00030736467256	0.971136385626095	0.888748056511839
Cauchy	1	15.25	-0.75	0.75	0.5	1.49854380620769	1.47507138620123	0.220806770440581	1.00029332806142	0.968358917474347	0.888449190247658
Cauchy	1	15.45	-0.75	0.75	0.5	1.49852470861435	1.47535589882956	0.220845583441161	1.00030277947958	0.961611239424876	0.889130276540269
Cauchy	1	15.65	-0.75	0.75	0.5	1.49850561102223	1.47563266046327	0.220883505990604	1.00029359212364	0.967427879062909	0.88836482847262
Cauchy	1	15.85	-0.75	0.75	0.5	1.49848651343131	1.47590196406991	0.220920572074448	1.0002805142894	0.97165639283688	0.888094257080079
Cauchy	1	16.05	-0.75	0.75	0.5	1.4984674158416	1.47616408804159	0.220956813971153	1.00031605716468	0.961900737374282	0.888978559289447
Cauchy	1	16.25	-0.75	0.75	0.5	1.49844831825306	1.47641929708972	0.220992262357968	1.00033453298952	0.973890443039764	0.88739480031574
Cauchy	1	16.45	-0.75	0.75	0.5	1.49842922066581	1.47666784307516	0.221026946408898	1.00035300881436	0.965465364839781	0.888443745117658
Cauchy	1	16.65	-0.75	0.75	0.5	1.4984101230798	1.47690996577818	0.221060893885721	1.00028586772001	0.979976351111651	0.887903980500558
Cauchy	1	16.85	-0.75	0.75	0.5	1.49839102549506	1.47714589361406	0.221094131222354	1.00029054572627	0.984453261022251	0.887112196664237
Cauchy	1	17.05	-0.75	0.75	0.5	1.49837192791161	1.47737584429832	0.221126683603275	1.00023078737945	0.997241974555658	0.885900284293884
Cauchy	1	17.25	-0.75	0.75	0.5	1.49835283032947	1.4776000254658	0.221158575036472	1.00023562565771	0.984046554552585	0.887232628083165
Cauchy	1	17.45	-0.75	0.75	0.5	1.49833373274863	1.47781863524715	0.221189828421352	1.00021683311705	0.988551407857986	0.886311086191354
Cauchy	1	17.65	-0.75	0.75	0.5	1.49831463516916	1.47803186280652	0.221220465611937	1.00019830659433	0.984834949580462	0.887046492901788
Cauchy	1	17.85	-0.75	0.75	0.5	1.49829553759099	1.47823988884268	0.221250507475891	1.00013872359613	0.977782165576411	0.887617026734334
Cauchy	1	18.05	-0.75	0.75	0.5	1.49827644001422	1.47844288605758	0.221279973949448	1.00021254469622	0.974390664571242	0.887415114575543
Cauchy	1	18.25	-0.75	0.75	0.5	1.49825734243882	1.47864101959335	0.221308884088881	1.00020677445585	0.976936434125232	0.887848259184409
Cauchy	1	18.45	-0.75	0.75	0.5	1.49823824486482	1.47883444744166	0.221337256118455	1.0002116991352	0.990194731815189	0.887263332719955
Cauchy	1	18.65	-0.75	0.75	0.5	1.4982191472922	1.47902332082629	0.221365107475362	1.00028665132353	0.991954481659684	0.886500943046505
Cauchy	1	18.85	-0.75	0.75	0.5	1.49820004972103	1.47920778456177	0.221392454851719	1.00029230295501	0.986093333229193	0.886753979656417
Cauchy	1	19.05	-0.75	0.75	0.5	1.4981809521513	1.47938797738916	0.221419314233961	1.00035642932844	0.979972151992732	0.887552637886129
Cauchy	1	19.25	-0.75	0.75	0.5	1.49816185458302	1.47956403229105	0.221445700939732	1.0003767971585	0.984367824218664	0.887059729261152
Cauchy	1	19.45	-0.75	0.75	0.5	1.49814275701619	1.47973607678725	0.221471629652477	1.0003717079053	0.984883419441086	0.887756591301237
Cauchy	1	19.65	-0.75	0.75	0.5	1.4981236594509	1.47990423321235	0.221497114453916	1.0003760541192	0.99357929422335	0.887059182807619
Cauchy	1	19.85	-0.75	0.75	0.5	1.49810456188706	1.48006861897655	0.221522168854584	1.00044413087121	0.983926139729149	0.887894729847333
Cauchy	1	20.05	-0.75	0.75	0.5	1.49808546432476	1.48022934681097	0.221546805822441	1.00047043540841	0.978226696404386	0.887756373443109
Cauchy	1	20.25	-0.75	0.75	0.5	1.49806636676399	1.48038652499819	0.221571037809877	1.00057620502666	0.974790824222892	0.887654705216481
Cauchy	1	20.45	-0.75	0.75	0.5	1.49804726920475	1.48054025758983	0.221594876779068	1.00052750288244	0.984047255071557	0.887419186690946
Cauchy	1	20.65	-0.75	0.75	0.5	1.49802817164708	1.4806906446109	0.221618334225828	1.00049283015929	0.987056393196888	0.886617688986162
Cauchy	1	20.85	-0.75	0.75	0.5	1.498009074091	1.48083778225264	0.221641421202169	1.0004469189851	0.977945506023407	0.887100097491691
Cauchy	1	21.05	-0.75	0.75	0.5	1.49798997653648	1.48098176305458	0.221664148337458	1.00041940433264	0.984672171299454	0.88654571406532
Cauchy	1	21.25	-0.75	0.75	0.5	1.49797087898362	1.48112267607618	0.22168652585843	1.00049369225316	0.979775280654786	0.886846634113473
Cauchy	1	21.45	-0.75	0.75	0.5	1.49795178143236	1.48126060705855	0.221708563608123	1.00049653208103	0.98560517764909	0.886790052570805
Cauchy	1	21.65	-0.75	0.75	0.5	1.49793268388272	1.48139563857797	0.221730271063638	1.00046185889597	0.987925628769445	0.886751821796212
Cauchy	1	21.85	-0.75	0.75	0.5	1.49791358633472	1.48152785019028	0.221751657353018	1.00045941256278	0.981134913178328	0.886621954624737
Cauchy	1	22.05	-0.75	0.75	0.5	1.49789448878845	1.48165731856777	0.221772731271143	1.00046941462032	0.976257617340555	0.887471571688057
Cauchy	1	22.25	-0.75	0.75	0.5	1.49787539124384	1.48178411762865	0.221793501294838	1.00052454154442	0.974186155401058	0.887492701927188
Cauchy	1	22.45	-0.75	0.75	0.5	1.4978562937009	1.48190831865947	0.221813975597085	1.00054543576057	0.971213635230738	0.888225154665517
Cauchy	1	22.65	-0.75	0.75	0.5	1.4978371961597	1.48202999043144	0.221834162060505	1.00056346963339	0.970712558040387	0.887868145945042
Cauchy	1	22.85	-0.75	0.75	0.5	1.4978180986202	1.48214919931009	0.221854068290159	1.00058722419286	0.978471587332991	0.888266212398548
Cauchy	1	23.05	-0.75	0.75	0.5	1.49779900108249	1.48226600935971	0.221873701625654	1.00066122144343	0.993194850207692	0.887163536205596
Cauchy	1	23.25	-0.75	0.75	0.5	1.4977799035465	1.48238048244216	0.221893069152611	1.00069093487134	0.997016234746846	0.886619981035964
Cauchy	1	23.45	-0.75	0.75	0.5	1.4977608060123	1.4824926783107	0.221912177713562	1.0006983120411	0.978521934776054	0.888375483027865
Cauchy	1	23.6499999999999	-0.75	0.75	0.5	1.49774170847992	1.48260265469909	0.221931033918282	1.00070568921083	0.992894853929965	0.886985250165843
Cauchy	1	23.8499999999999	-0.75	0.75	0.5	1.49772261094931	1.48271046740606	0.221949644153627	1.00083834489409	0.995027917608641	0.886810424416688
Cauchy	1	24.0499999999999	-0.75	0.75	0.5	1.49770351342056	1.48281617037593	0.221968014592781	1.00077681261522	0.992973332240384	0.887162318047328
Cauchy	1	24.2499999999999	-0.75	0.75	0.5	1.49768441589359	1.48291981577468	0.221986151204226	1.00077701636662	0.986433320405822	0.886820974000671
Cauchy	1	24.4499999999999	-0.75	0.75	0.5	1.49766531836853	1.48302145406296	0.22200405976003	1.00098326008126	0.995126717892659	0.886895598017673
Cauchy	1	24.6499999999999	-0.75	0.75	0.5	1.49764622084529	1.48312113406487	0.222021745843974	1.00099130310851	1.00243557954141	0.886103361334329
Cauchy	1	24.8499999999999	-0.75	0.75	0.5	1.49762712332397	1.48321890303403	0.222039214859086	1.00100611481526	1.00690210149897	0.886608662196137
Cauchy	1	25.0499999999999	-0.75	0.75	0.5	1.49760802580453	1.4833148067161	0.222056472034935	1.00102408631253	1.00484295978599	0.886018519570595
Cauchy	1	25.2499999999999	-0.75	0.75	0.5	1.49758892828699	1.48340888940837	0.222073522434529	1.00104782526608	1.00567104047769	0.886100490609784
Cauchy	1	25.4499999999999	-0.75	0.75	0.5	1.4975698307714	1.48350119401687	0.222090370960879	1.0010234752175	1.01078019845214	0.88671009141777
Cauchy	1	25.6499999999999	-0.75	0.75	0.5	1.49755073325777	1.48359176211022	0.222107022363282	1.00102074913355	1.00890685930068	0.886397069964279
Cauchy	1	25.8499999999999	-0.75	0.75	0.5	1.49753163574606	1.48368063397157	0.222123481243309	1.00106354053049	1.00459302354465	0.887096299069231
Cauchy	1	26.0499999999999	-0.75	0.75	0.5	1.49751253823635	1.48376784864787	0.222139752060463	1.00105237790885	1.01522660317598	0.886906169460744
Cauchy	1	26.2499999999999	-0.75	0.75	0.5	1.49749344072861	1.48385344399683	0.222155839137668	1.00104327680923	1.00314519257928	0.886572186609172
Cauchy	1	26.4499999999999	-0.75	0.75	0.5	1.49747434322291	1.48393745673199	0.222171746666418	1.00097358871306	1.0045952574263	0.887023668920212
Cauchy	1	26.6499999999999	-0.75	0.75	0.5	1.49745524571918	1.48401992246539	0.22218747871178	1.00092978642644	1.01258721030082	0.886247914027096
Cauchy	1	26.8499999999999	-0.75	0.75	0.5	1.49743614821754	1.48410087574889	0.222203039217046	1.00106325327477	1.00522360338503	0.887595037704474
Cauchy	1	27.0499999999999	-0.75	0.75	0.5	1.49741705071791	1.48418035011294	0.222218432008352	1.00108805658492	1.00085814529125	0.887890309178547
Cauchy	1	27.2499999999999	-0.75	0.75	0.5	1.49739795322036	1.48425837810444	0.22223366079893	1.0011525052731	1.00753683375055	0.88674107847146
Cauchy	1	27.4499999999999	-0.75	0.75	0.5	1.49737885572488	1.48433499132222	0.222248729193268	1.00111144060008	0.99871129241723	0.8868596573307
Cauchy	1	27.6499999999999	-0.75	0.75	0.5	1.4973597582315	1.48441022045145	0.222263640691044	1.00112942321292	1.00951270013022	0.886272264402175
Cauchy	1	27.8499999999999	-0.75	0.75	0.5	1.49734066074025	1.48448409529643	0.222278398690947	1.00113809703	1.00496027344354	0.88725068023098
Cauchy	1	28.0499999999999	-0.75	0.75	0.5	1.4973215632511	1.48455664481189	0.222293006494243	1.00111408698646	1.00159981772148	0.887007024782111
Cauchy	1	28.2499999999999	-0.75	0.75	0.5	1.49730246576412	1.48462789713316	0.222307467308277	1.00108300564628	1.00842203878877	0.886262967957765
Cauchy	1	28.4499999999999	-0.75	0.75	0.5	1.49728336827928	1.48469787960485	0.222321784249767	1.00104531981909	0.999984477299596	0.886993365170101
Cauchy	1	28.6499999999999	-0.75	0.75	0.5	1.49726427079662	1.48476661880842	0.222335960348003	1.0010544637595	0.98425904442402	0.888256696586945
Cauchy	1	28.8499999999999	-0.75	0.75	0.5	1.49724517331614	1.48483414058873	0.222349998547866	1.00113281202977	0.988325146307542	0.887333927576651
Cauchy	1	29.0499999999999	-0.75	0.75	0.5	1.4972260758379	1.48490047007926	0.222363901712761	1.00113743012973	0.97765872298189	0.887871013681684
Cauchy	1	29.2499999999999	-0.75	0.75	0.5	1.49720697836184	1.48496563172645	0.222377672627437	1.001183876918	1.00301038292552	0.886917760223993
Cauchy	1	29.4499999999999	-0.75	0.75	0.5	1.49718788088802	1.48502964931308	0.222391314000622	1.00117402436479	0.991847892457297	0.887135015750609
Cauchy	1	29.6499999999999	-0.75	0.75	0.5	1.49716878341647	1.48509254598051	0.222404828467634	1.00121586628553	1.00250941972088	0.88636778944334
Cauchy	1	29.8499999999999	-0.75	0.75	0.5	1.49714968594718	1.48515434425033	0.222418218592837	1.00136171597138	0.988967897657696	0.887857886417239
Cauchy	1	30.0499999999999	-0.75	0.75	0.5	1.49713058848013	1.48521506604473	0.222431486872034	1.00136535110675	1.0033130450326	0.887129016093475
Cauchy	1	30.2499999999999	-0.75	0.75	0.5	1.49711149101542	1.48527473270658	0.222444635734697	1.00137586232964	0.990190952760273	0.888154196894698
Cauchy	1	30.4499999999999	-0.75	0.75	0.5	1.49709239355299	1.48533336501822	0.222457667546201	1.00138573717459	0.977372860493363	0.88847337331551
Cauchy	1	30.6499999999999	-0.75	0.75	0.5	1.4970732960929	1.48539098321983	0.222470584609915	1.00139374424233	0.979019152238334	0.888015402690732
Cauchy	1	30.8499999999999	-0.75	0.75	0.5	1.49705419863515	1.48544760702702	0.222483389169199	1.00135819543599	0.987385556144469	0.887575645427715
Cauchy	1	31.0499999999999	-0.75	0.75	0.5	1.49703510117977	1.48550325564766	0.22249608340936	1.00133652482808	0.988366336256304	0.888023953813377
Cauchy	1	31.2499999999999	-0.75	0.75	0.5	1.49701600372673	1.48555794779811	0.222508669459535	1.00129388789106	0.991942655663473	0.887015118733763
Cauchy	1	31.4499999999999	-0.75	0.75	0.5	1.49699690627612	1.48561170171891	0.222521149394435	1.00135650471074	0.99752627070109	0.88703853498806
Cauchy	1	31.6499999999999	-0.75	0.75	0.5	1.49697780882789	1.48566453518977	0.222533525236135	1.00137450441156	0.993536104697284	0.887403522910195
Cauchy	1	31.8499999999999	-0.75	0.75	0.5	1.49695871138209	1.48571646554398	0.22254579895568	1.00135346093995	1.00150686568724	0.886407273264397
Cauchy	1	32.0499999999999	-0.75	0.75	0.5	1.4969396139387	1.48576750968233	0.222557972474727	1.00129265923704	1.01524830253788	0.885788004916102
Cauchy	1	32.2499999999999	-0.75	0.75	0.5	1.49692051649779	1.48581768408675	0.222570047667024	1.00130280187484	1.01651730835815	0.885858953664058
Cauchy	1	32.4499999999999	-0.75	0.75	0.5	1.49690141905928	1.48586700483278	0.222582026359986	1.00127094318932	1.00411071048524	0.886237090776333
Cauchy	1	32.6499999999999	-0.75	0.75	0.5	1.49688232162328	1.48591548760237	0.222593910336012	1.0012656284341	0.997599732926542	0.887183591340059
Cauchy	1	32.8499999999999	-0.75	0.75	0.5	1.49686322418982	1.48596314769583	0.222605701333925	1.00131773803374	1.00113757059204	0.887515398398017
Cauchy	1	33.0499999999999	-0.75	0.75	0.5	1.49684412675883	1.486010000043	0.222617401050313	1.00132391770179	1.01056512121412	0.885958562898646
Cauchy	1	33.2499999999999	-0.75	0.75	0.5	1.49682502933035	1.48605605921496	0.222629011140747	1.00132304172359	1.00305506128642	0.887310383420571
Cauchy	1	33.4499999999999	-0.75	0.75	0.5	1.49680593190444	1.48610133943428	0.222640533221044	1.00133825427481	0.999312668585493	0.88700254624298
Cauchy	1	33.6499999999999	-0.75	0.75	0.5	1.49678683448107	1.48614585458552	0.22265196886845	1.00135936475663	1.00531135119192	0.886679012839432
Cauchy	1	33.8499999999999	-0.75	0.75	0.5	1.49676773706025	1.48618961822541	0.222663319622795	1.0013682908596	1.0072812414893	0.886167909244935
Cauchy	1	34.0499999999999	-0.75	0.75	0.5	1.49674863964206	1.4862326435921	0.22267458698757	1.00138896475439	0.994982831482039	0.88769053927388
Cauchy	1	34.25	-0.75	0.75	0.5	1.49672954222645	1.48627494361476	0.222685772431016	1.00141106595712	0.98601823439975	0.88740931322198
Cauchy	1	34.45	-0.75	0.75	0.5	1.49671044481343	1.48631653092239	0.22269687738714	1.00135558768134	0.981164057215982	0.888217036377125
Cauchy	1	34.65	-0.75	0.75	0.5	1.49669134740307	1.48635741785259	0.222707903256703	1.00131894505105	0.981870742689026	0.888095804747007
Cauchy	1	34.85	-0.75	0.75	0.5	1.49667224999534	1.48639761645978	0.222718851408203	1.00127844230358	0.988702033405294	0.887454207856306
